uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,COVID,VIA_PUBLICA,"30 - 39",M,1
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,10
RS,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INDETERMINADA,IGNORADO,"30 - 39",F,1
RS,INDETERMINADA,OUTRO,"30 - 39",M,2
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,48
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,55
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,66
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,96
RS,PNEUMONIA,IGNORADO,"30 - 39",M,5
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,100
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,87
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,5
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,3
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,SRAG,HOSPITAL,"30 - 39",F,7
RS,SRAG,HOSPITAL,"30 - 39",M,6
RS,SRAG,IGNORADO,"30 - 39",M,2
SC,OUTRAS,DOMICILIO,"30 - 39",F,37
SC,OUTRAS,DOMICILIO,"30 - 39",M,79
SC,OUTRAS,HOSPITAL,"30 - 39",F,174
SC,OUTRAS,HOSPITAL,"30 - 39",M,215
SC,OUTRAS,OUTRO,"30 - 39",F,4
SC,OUTRAS,OUTRO,"30 - 39",M,26
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SC,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,29
SC,COVID,DOMICILIO,"30 - 39",M,1
SC,COVID,HOSPITAL,"30 - 39",F,41
SC,COVID,HOSPITAL,"30 - 39",M,61
SC,COVID,OUTRO,"30 - 39",M,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,2
SC,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,39
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,19
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",F,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,3
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,43
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,46
SC,PNEUMONIA,IGNORADO,"30 - 39",F,1
SC,PNEUMONIA,OUTRO,"30 - 39",M,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,50
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,42
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,SRAG,HOSPITAL,"30 - 39",F,5
SC,SRAG,HOSPITAL,"30 - 39",M,2
SE,OUTRAS,DOMICILIO,"30 - 39",F,8
SE,OUTRAS,DOMICILIO,"30 - 39",M,22
SE,OUTRAS,HOSPITAL,"30 - 39",F,44
SE,OUTRAS,HOSPITAL,"30 - 39",M,71
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,IGNORADO,"30 - 39",M,1
SE,OUTRAS,OUTRO,"30 - 39",F,2
SE,OUTRAS,OUTRO,"30 - 39",M,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,33
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,20
SE,COVID,HOSPITAL,"30 - 39",F,24
SE,COVID,HOSPITAL,"30 - 39",M,50
SE,COVID,IGNORADO,"30 - 39",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SE,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SE,INDETERMINADA,HOSPITAL,"30 - 39",F,3
SE,INDETERMINADA,HOSPITAL,"30 - 39",M,2
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,14
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,11
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
SE,PNEUMONIA,DOMICILIO,"30 - 39",M,1
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,11
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,13
SE,PNEUMONIA,IGNORADO,"30 - 39",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,28
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,29
SE,SEPTICEMIA,IGNORADO,"30 - 39",M,1
SE,SEPTICEMIA,OUTRO,"30 - 39",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SRAG,HOSPITAL,"30 - 39",M,1
SE,SRAG,IGNORADO,"30 - 39",F,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,347
SP,OUTRAS,DOMICILIO,"30 - 39",M,977
SP,OUTRAS,HOSPITAL,"30 - 39",F,1169
SP,OUTRAS,HOSPITAL,"30 - 39",I,3
SP,OUTRAS,HOSPITAL,"30 - 39",M,2042
SP,OUTRAS,IGNORADO,"30 - 39",F,11
SP,OUTRAS,IGNORADO,"30 - 39",I,1
SP,OUTRAS,IGNORADO,"30 - 39",M,27
SP,OUTRAS,OUTRO,"30 - 39",F,62
SP,OUTRAS,OUTRO,"30 - 39",M,307
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,85
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,205
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,2
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,8
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,71
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,637
SP,COVID,DOMICILIO,"30 - 39",F,7
SP,COVID,DOMICILIO,"30 - 39",M,16
SP,COVID,HOSPITAL,"30 - 39",F,465
SP,COVID,HOSPITAL,"30 - 39",I,1
SP,COVID,HOSPITAL,"30 - 39",M,711
SP,COVID,IGNORADO,"30 - 39",F,2
SP,COVID,IGNORADO,"30 - 39",M,2
SP,COVID,OUTRO,"30 - 39",F,6
SP,COVID,OUTRO,"30 - 39",M,5
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,18
SP,COVID,POSTO_SAUDE,"30 - 39",F,2
SP,COVID,VIA_PUBLICA,"30 - 39",M,2
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,10
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,32
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,9
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,17
SP,INDETERMINADA,IGNORADO,"30 - 39",M,1
SP,INDETERMINADA,OUTRO,"30 - 39",F,4
SP,INDETERMINADA,OUTRO,"30 - 39",M,8
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,13
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,13
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,41
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,250
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,258
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,11
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,20
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,18
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"30 - 39",M,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,10
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,12
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,34
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,284
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,563
SP,PNEUMONIA,IGNORADO,"30 - 39",M,2
SP,PNEUMONIA,OUTRO,"30 - 39",F,2
SP,PNEUMONIA,OUTRO,"30 - 39",M,10
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,12
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
SP,PNEUMONIA,POSTO_SAUDE,"30 - 39",M,1
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,8
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,9
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,407
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,516
SP,SEPTICEMIA,IGNORADO,"30 - 39",F,4
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,3
SP,SEPTICEMIA,OUTRO,"30 - 39",F,3
SP,SEPTICEMIA,OUTRO,"30 - 39",M,4
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,2
SP,SRAG,DOMICILIO,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,32
SP,SRAG,HOSPITAL,"30 - 39",M,30
SP,SRAG,OUTRO,"30 - 39",F,1
SP,SRAG,OUTRO,"30 - 39",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,DOMICILIO,"30 - 39",F,10
TO,OUTRAS,DOMICILIO,"30 - 39",M,17
TO,OUTRAS,HOSPITAL,"30 - 39",F,23
TO,OUTRAS,HOSPITAL,"30 - 39",M,45
TO,OUTRAS,IGNORADO,"30 - 39",F,1
TO,OUTRAS,IGNORADO,"30 - 39",M,2
TO,OUTRAS,OUTRO,"30 - 39",F,1
TO,OUTRAS,OUTRO,"30 - 39",M,8
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
TO,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,15
TO,COVID,DOMICILIO,"30 - 39",M,1
TO,COVID,HOSPITAL,"30 - 39",F,11
TO,COVID,HOSPITAL,"30 - 39",M,18
TO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,INDETERMINADA,DOMICILIO,"30 - 39",F,2
TO,INDETERMINADA,HOSPITAL,"30 - 39",F,1
TO,INDETERMINADA,OUTRO,"30 - 39",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
TO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,4
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,14
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
TO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,13
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
AC,OUTRAS,DOMICILIO,"40 - 49",F,24
AC,OUTRAS,DOMICILIO,"40 - 49",M,40
AC,OUTRAS,HOSPITAL,"40 - 49",F,37
AC,OUTRAS,HOSPITAL,"40 - 49",M,60
AC,OUTRAS,OUTRO,"40 - 49",F,3
AC,OUTRAS,OUTRO,"40 - 49",M,18
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
AC,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,6
AC,COVID,DOMICILIO,"40 - 49",F,1
AC,COVID,DOMICILIO,"40 - 49",M,2
AC,COVID,HOSPITAL,"40 - 49",F,21
AC,COVID,HOSPITAL,"40 - 49",M,41
AC,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AC,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AC,INDETERMINADA,OUTRO,"40 - 49",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,10
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
AC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,13
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,20
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,15
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,18
AC,SRAG,HOSPITAL,"40 - 49",M,2
AL,OUTRAS,DOMICILIO,"40 - 49",F,67
AL,OUTRAS,DOMICILIO,"40 - 49",M,163
AL,OUTRAS,HOSPITAL,"40 - 49",F,150
AL,OUTRAS,HOSPITAL,"40 - 49",M,264
AL,OUTRAS,IGNORADO,"40 - 49",M,2
AL,OUTRAS,OUTRO,"40 - 49",F,5
AL,OUTRAS,OUTRO,"40 - 49",M,30
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,8
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,68
AL,COVID,DOMICILIO,"40 - 49",F,2
AL,COVID,DOMICILIO,"40 - 49",M,3
AL,COVID,HOSPITAL,"40 - 49",F,56
AL,COVID,HOSPITAL,"40 - 49",I,1
AL,COVID,HOSPITAL,"40 - 49",M,95
AL,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
AL,INDETERMINADA,DOMICILIO,"40 - 49",F,2
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AL,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AL,INDETERMINADA,HOSPITAL,"40 - 49",M,3
AL,INDETERMINADA,OUTRO,"40 - 49",M,2
AL,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,9
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,8
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,42
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,34
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,3
AL,PNEUMONIA,DOMICILIO,"40 - 49",M,2
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,29
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,56
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
AL,SEPTICEMIA,DOMICILIO,"40 - 49",F,3
AL,SEPTICEMIA,DOMICILIO,"40 - 49",M,4
AL,SEPTICEMIA,HOSPITAL,"40 - 49",F,54
AL,SEPTICEMIA,HOSPITAL,"40 - 49",M,72
AL,SEPTICEMIA,IGNORADO,"40 - 49",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AL,SRAG,DOMICILIO,"40 - 49",M,1
AL,SRAG,HOSPITAL,"40 - 49",F,5
AL,SRAG,HOSPITAL,"40 - 49",M,9
AL,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AM,OUTRAS,DOMICILIO,"40 - 49",F,66
AM,OUTRAS,DOMICILIO,"40 - 49",M,113
AM,OUTRAS,HOSPITAL,"40 - 49",F,182
AM,OUTRAS,HOSPITAL,"40 - 49",M,199
AM,OUTRAS,OUTRO,"40 - 49",F,9
AM,OUTRAS,OUTRO,"40 - 49",M,40
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,7
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
AM,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
AM,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AM,OUTRAS,VIA_PUBLICA,"40 - 49",M,32
AM,COVID,DOMICILIO,"40 - 49",M,3
AM,COVID,HOSPITAL,"40 - 49",F,86
AM,COVID,HOSPITAL,"40 - 49",M,136
AM,COVID,OUTRO,"40 - 49",F,3
AM,COVID,OUTRO,"40 - 49",M,3
AM,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AM,COVID,VIA_PUBLICA,"40 - 49",M,1
AM,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AM,INDETERMINADA,DOMICILIO,"40 - 49",M,6
AM,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AM,INDETERMINADA,HOSPITAL,"40 - 49",M,2
AM,INDETERMINADA,OUTRO,"40 - 49",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,5
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,34
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,33
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
AM,PNEUMONIA,DOMICILIO,"40 - 49",M,2
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,41
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,87
AM,PNEUMONIA,OUTRO,"40 - 49",F,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AM,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
AM,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
AM,SEPTICEMIA,HOSPITAL,"40 - 49",F,53
AM,SEPTICEMIA,HOSPITAL,"40 - 49",M,72
AM,SEPTICEMIA,OUTRO,"40 - 49",F,2
AM,SEPTICEMIA,OUTRO,"40 - 49",M,1
AM,SRAG,HOSPITAL,"40 - 49",F,21
AM,SRAG,HOSPITAL,"40 - 49",M,47
AP,OUTRAS,AMBULANCIA,"40 - 49",F,1
AP,OUTRAS,DOMICILIO,"40 - 49",F,6
AP,OUTRAS,DOMICILIO,"40 - 49",M,15
AP,OUTRAS,HOSPITAL,"40 - 49",F,31
AP,OUTRAS,HOSPITAL,"40 - 49",M,29
AP,OUTRAS,OUTRO,"40 - 49",F,2
AP,OUTRAS,OUTRO,"40 - 49",M,3
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
AP,COVID,DOMICILIO,"40 - 49",M,3
AP,COVID,HOSPITAL,"40 - 49",F,28
AP,COVID,HOSPITAL,"40 - 49",I,1
AP,COVID,HOSPITAL,"40 - 49",M,46
AP,COVID,IGNORADO,"40 - 49",M,2
AP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
AP,COVID,VIA_PUBLICA,"40 - 49",F,1
AP,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,9
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
AP,PNEUMONIA,HOSPITAL,"40 - 49",F,9
AP,PNEUMONIA,HOSPITAL,"40 - 49",M,10
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,SEPTICEMIA,HOSPITAL,"40 - 49",F,14
AP,SEPTICEMIA,HOSPITAL,"40 - 49",M,15
AP,SRAG,HOSPITAL,"40 - 49",M,1
BA,OUTRAS,DOMICILIO,"40 - 49",F,360
BA,OUTRAS,DOMICILIO,"40 - 49",M,711
BA,OUTRAS,HOSPITAL,"40 - 49",F,742
BA,OUTRAS,HOSPITAL,"40 - 49",M,946
BA,OUTRAS,IGNORADO,"40 - 49",F,7
BA,OUTRAS,IGNORADO,"40 - 49",M,16
BA,OUTRAS,OUTRO,"40 - 49",F,33
BA,OUTRAS,OUTRO,"40 - 49",M,124
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,99
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,116
BA,OUTRAS,VIA_PUBLICA,"40 - 49",F,18
BA,OUTRAS,VIA_PUBLICA,"40 - 49",M,137
BA,COVID,DOMICILIO,"40 - 49",F,10
BA,COVID,DOMICILIO,"40 - 49",M,7
BA,COVID,HOSPITAL,"40 - 49",F,253
BA,COVID,HOSPITAL,"40 - 49",I,1
BA,COVID,HOSPITAL,"40 - 49",M,333
BA,COVID,IGNORADO,"40 - 49",M,1
BA,COVID,OUTRO,"40 - 49",F,7
BA,COVID,OUTRO,"40 - 49",M,6
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,16
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,19
BA,COVID,VIA_PUBLICA,"40 - 49",F,1
BA,COVID,VIA_PUBLICA,"40 - 49",M,3
BA,INDETERMINADA,DOMICILIO,"40 - 49",M,2
BA,INDETERMINADA,IGNORADO,"40 - 49",F,1
BA,INDETERMINADA,OUTRO,"40 - 49",F,1
BA,INDETERMINADA,OUTRO,"40 - 49",M,1
BA,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,26
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,23
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,171
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,170
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,26
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,3
BA,PNEUMONIA,DOMICILIO,"40 - 49",F,2
BA,PNEUMONIA,DOMICILIO,"40 - 49",M,6
BA,PNEUMONIA,HOSPITAL,"40 - 49",F,97
BA,PNEUMONIA,HOSPITAL,"40 - 49",M,142
BA,PNEUMONIA,OUTRO,"40 - 49",F,2
BA,PNEUMONIA,OUTRO,"40 - 49",I,1
